,base_text,tweet_class
14212,"Daniel Matthews, 28,  has been found guilty of assaulting six prison officers at HMP Bristol. 

One officer suffered a fractured eye socket, and a second was knocked unconscious, suffering a serious head injury. 

He'll be sentenced on Friday 13 November:",1
21054,"This #VolunteersWeek2020 we would like to say a massive #thankyou to all of our volunteers who give their time throughout the year as Special Constables, Cadets, Cadet Leaders and Police Support Volunteers to help keep our communities safe",2
12536,"We’re appealing for witnesses to a fatal collision in Weston-super-Mare this morning (Wed 9 Dec). If you can help, please call 101 quoting ref 5220276428.",3
38734,"Can you help us identify this man?

We'd like to speak to him after a 14-year-old boy was held against his will, assaulted, robbed and threatened with a crossbow.

More here -",3
19800,"@mtbgenie Hi Justin, if you would like to inform us of a near miss on the road, please use the following link to make your report 
 - hope this helps.",1
23968,"Happy #BankHolidayWeekend!  

Please make sure you're still sticking to the rules enforced by the government, and only leaving your house for essential reasons. 

These have been put in place to protect our NHS and save lives.

#StayHomeSaveLives",2
15818,"We've issued an appeal following a burglary in Milborne Port.

Did you see a man acting suspiciously in the Station Rd area on Fri, 11 Sept?

If so, pls call 101 quoting 5220206605.

Read more here -",3
9503,@bpl1027 Hi– thanks for your Tweet. We can’t take or reports via Twitter. Please use our online form to report breaches of COVID-19 regulations or call 101 if the breach is happening now:,1
3622,"@Tracy52468806 Hi Tracy, The police helicopter is operated by our colleagues @NPASSouthWest who cover several policing areas.",1
10159,"Our internet team who specialise in sex offender management are keeping us safe during the pandemic. This week they seized 48 devices. While officers continue to serve communities, we all need to prevent the spread of COVID, so please follow regulations:",1
24011,"@SarahKi06766088 Hi Sarah - thanks for your message. Have you reported this using our online form?  Thanks,",1
19875,"@NickJones3 Hi Nick, thanks for your tweet. We can’t take reports via Twitter as it isn’t monitored 24/7. You can make a report via our website:  - thank you",1
13453,"We're investigating a burglary at a block of flats in Elmdale Rd, Clifton on Sun 13 Sep at 8.40am.

We wish to identify this man in connection with our enquiries. He’s said to be 6ft, had short blond hair &amp; wore a high-vis jacket.

Call 101 ref 5220212218:",3
22685,"@_JillyEdwards Hi Jilly - thanks for your message and we appreciate your concern. Rest assured, our officers are still patrolling. They will find anyone not complying with restrictions and instruct on the importance of adhering to GOV regulations. Thanks",2
3176,Some good news from our colleagues @dorsetpolice -  a missing teenager who it was thought may have travelled to our area has been found safe and well.,3
10031,"Three more people have been arrested in connection with a stabbing in Fishponds that happened in Ridgeway Road on Friday at about 8pm.

The 17-year-old victim remains in a stable condition in hospital.

Witnesses call 101 ref 5221031520:",3
12481,"Spectators gathered on Clevedon seafront on Tuesday as an @ASPoliceHorses horse previously known as LJ, was officially named after the Victorian town of Clevedon in Somerset.

Welcome, Clevedon!  

Find out more about our newest recruit:",2
33173,"Are you able to help us identify these two people pictured in Bath? We need to speak to both people in connection with a telephone fraud we are investigating in Shepton Mallet. If you know either of them, please call us, quoting 5219175129 Please RT",3
26150,"We’re working with @BristolCouncil to manage public safety and minimise disruption but are urging people not to underestimate the scale of this protest, to allow extra time for travel, and to consider whether their journey is necessary.",1
11501,"We’re appealing for witnesses to an assault on a man in his 60s in Bristol at about 4.20pm on Sunday 3 January.

More: 

If you can help, please call 101 quoting crime reference number 5221001445.",3
16915,"We're investigating a distraction burglary in Brenty at 9.15pm on Tue 25 Aug. A man and woman, pretending to check on a elderly man's welfare, stole his wallet. Both said to be white, 5ft 8ins, 40s/50s and had an Irish accent.

Call 101 ref 5220193072:",3
8612,"We've issued an image of a man we'd like to ID in connection with a specific incident during the violent disorder in Bristol on Sunday.

A lit item was placed under a police van, while an officer was still inside. 

Full appeal here:",3
41199,"@sonusmagus Hi, we're very sorry to hear about this. If you haven't already reported this to us, you can do so by calling us on 101.",1
11044,"Sentencing Shaw at Bristol Crown Court today Judge Hart said he killed the 20-year-old “by folly and thoughtlessness and blatant disregard to the rules of the road”.

He was jailed for seven years and five months after which he will be banned from driving for nine years.",1
36137,"@MattWalea Hi, thanks for getting in touch. Please call 101 to discuss this.",1
28460,"We’re investigating a robbery at Staplegrove Post Office in Taunton and want to speak to anyone who saw a man wearing the clothing pictured in the Manor Road area on the morning of Sun 29 Dec.

We've made an arrest as part of our enquiries.

More:",3
24282,Hello Michael @adinfinite thanks for your message. Government regulations state that obtaining money (withdrawing from a bank or ATM) and obtaining basic necessities are reasonable excuses for travel.  Hope that helps and thanks for checking.,2
29389,"Did you witness a car drive over a man on Church Road, Bristol last night?

A woman has been arrested but we're keen to speak to witnesses and view any dashcam footage from the area.

If you can help, pls call 101 quoting reference 5219281353.

More here -",3
16054,"Officers need your help with an investigation into 7 distraction burglaries in Southmead, Brentry, Shirehampton &amp; Thornbury.

A couple have targeted elderly people at night, attempting to distract them &amp; steal money.

Get in touch if you have any info.",3
25172,"@MoogieMom59 Hi Susan. Please be assured we’ll continue to respond to emergencies and high priority incidents 24-hours a day, seven days a week and we’re still patrolling our communities, arresting offenders and detecting and solving crime.",2
37261,"@BulletBlueSky Hi, thanks for getting in touch. We can't take info via Twitter as it's not monitored 24/7. You can make non-urgent reports via our website here:",1
