,base_text,tweet_class
855,"Please #SHARE | We need to be #TacklingViolenceTogether 

Information from you doesn't just detect crimes, it can also help prevent a crime from happening in the first place. You could save a life. 

Call @CrimestoppersUK. Today. Right Now.",1
856,Did you know that Clare's Law gives any member of the public the right to ask the Police if their partner or ex-partner poses a risk to them? Call us on 101,1
857,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Huddersfield in relation to the crime of : Theft From Shop #police,3
858,"Appeal: Road Traffic Collision, Leeds #police",3
859,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford West in relation to the crime of : Burglary #police",3
860,"Domestic abuse won't stop for #ValentinesDay. If you are being abused or you're worried about someone you know, tell someone",1
861,"Domestic abuse can happen to people of any age, gender or sexual orientation. There's help for everyone",1
862,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Shipley in relation to the crime of : Theft From Shop #police",3
863,"Today, we remember Insp David Leitch, who sadly lost his life on this day in 1990. #WeWillRemember",2
864,"Appeal For Witnesses: Serious Road Traffic Collision, Bradford #police",3
865,"If you sign up to West Yorkshire Community Alert, you can specialise your interest groups and receive crime information tailored to your interests. Find out more:",1
866,GMP launch #foreveramnesty following the success of Operation Sceptre’s week-long knife amnesty which saw over 600 knives deposited across Greater Manchester. Ten knife amnesty bins have been permanently placed in police stations throughout the region.,1
867,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds South in relation to the crime of : Public Order #police",3
868,"West Yorkshire Police is supporting Sexual Abuse &amp; Sexual Violence Awareness Week. 

The silence around abuse must be broken. 

#ItsNotOk

Find out more at:",1
869,West Yorkshire Police is proud to support LGBT History Month #LGBTHM20,2
870,"We are working non-stop, day and night, to tackle violence in #London

Find out how we are intensifying our efforts to identify, target and pursue those involved in violent crime 

#TacklingViolenceTogether",1
871,Clare's Law provides a mechanism for anyone to ask if their partner or ex-partner has a history of domestic abuse. Call 101 or visit:,1
872,"Going missing? New adult friends? Skipping school? Secretive behaviour? Do you ""Know The Signs""?",1
873,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds North East in relation to the crime of : Assault #police",3
874,"Third parties, such as parents, neighbours or friends can ask about someone's history of domestic abuse, if they have concerns. Find out more at:",1
875,"Appeal: Serious Assault, Bradford #police",3
876,Police are appealing for the public’s help to trace the next of kin of a man from #Salford.,3
877,Do you know someone who doesn't have access to social media but could benefit from having key information about crime in their area? They can get community alerts via email. Find out more at:,1
878,Police are appealing for information after a man was seriously injured in a collision in #Salford.,3
879,"Whether you are in a heterosexual or same-sex relationship, you can use Clare's Law to ask if your partner or ex-partner has a history of domestic abuse",1
880,"The police will never send someone to your home to collect money, or ask you to transfer funds out of your account. Don’t make life easy for criminals. #CourierFraud

Find out more here:",1
881,"When you sign up to West Yorkshire Community Alert, you can specialise your interest groups and receive crime information tailored to your interests. Find out more:",1
882,"Please #SHARE | Do you recognise these men wanted for drug offences in London's West End?

DS Waite: “There is an undeniable link between drug supply and violence which we're working hard to tackle across London""

No info is too small. Call 101 ref 6534748/19 or @CrimestoppersUK",3
883,"Unsure whether someone on the phone claiming to be your bank or police is genuine? Hang up, wait a minute, then call your bank/police on a known number to verify their identity. #CourierFraud

Find out more here:",1
884,You can stop terrorists &amp; online extremists by reporting online content anonymously. ACT. Action Counters Terrorism.,1
885,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford in relation to the crime of : Deception / Fraud #police,3
886,"You can report crime online via our website, in your own time &amp; at your own convenience. Our website is fully responsive &amp; designed for use on smartphones &amp; tablets. Save time, do it online. #ClickB4UCall",1
887,#Update | Update on the investigation into the rape of a teenage girl in Rochdale |,1
888,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford West in relation to the crime of : Theft non specific #police",3
889,"Special Constable recruitment is now open. Specials have the same powers as regular officers and usually work as part of Neighbourhood Policing Teams, but they also work at public events such as football matches, galas and concerts.",1
